State,Num_code_for_state,year,Citizen_Ideology,Government_Ideology
Alabama,1,1960,41.1925354,60.18840408
Alabama,1,1961,40.84515762,60.18840408
Alabama,1,1962,40.70537567,60.18840408
Alabama,1,1963,37.15590668,60.69919586
Alabama,1,1964,34.97846603,60.69919586
Alabama,1,1965,10.80973339,59.15493011
Alabama,1,1966,10.65730762,59.15493011
Alabama,1,1967,10.86129284,58.31417084
Alabama,1,1968,6.310116768,58.31417084
Alabama,1,1969,13.93583202,56.82667542
Alabama,1,1970,16.08797073,56.82667542
Alabama,1,1971,22.99286652,56.23742676
Alabama,1,1972,15.88528061,56.23742676
Alabama,1,1973,27.90112495,57.74647903
Alabama,1,1974,21.1164875,57.74647903
Alabama,1,1975,20.88055992,57.74647903
Alabama,1,1976,25.33955574,57.74647903
Alabama,1,1977,27.84922981,54.37625885
Alabama,1,1978,25.22139359,54.37625885
Alabama,1,1979,29.83551788,56.63983917
Alabama,1,1980,29.22126961,56.63983917
Alabama,1,1981,26.89806366,54.9496994
Alabama,1,1982,23.27664948,54.9496994
Alabama,1,1983,35.09223175,54.59423065
Alabama,1,1984,28.21488953,54.59423065
Alabama,1,1985,27.87722015,54.59423065
Alabama,1,1986,37.79115677,54.59423065
Alabama,1,1987,38.51693344,42.46370697
Alabama,1,1988,45.0299263,42.46370697
Alabama,1,1989,37.47248459,42.6873703
Alabama,1,1990,33.83535004,42.6873703
Alabama,1,1991,39.80907822,42.75114822
Alabama,1,1992,39.6221199,42.75114822
Alabama,1,1993,39.01713943,55.0196991
Alabama,1,1994,39.41495132,59.41482162
Alabama,1,1995,33.42988205,45.52942657
Alabama,1,1996,29.3992424,45.52942657
Alabama,1,1997,36.02786636,47.83882141
Alabama,1,1998,41.35292053,47.83882141
Alabama,1,1999,43.83360291,67.07746887
Alabama,1,2000,32.0957489,67.07746887
Alabama,1,2001,34.73192596,67.07746887
Alabama,1,2002,33.77883911,67.07746887
Alabama,1,2003,28.70806122,44.6177063
Alabama,1,2004,39.14337921,44.6177063
Alabama,1,2005,40.31811523,44.6177063
Alabama,1,2006,40.31423187,44.6177063
Alabama,1,2007,47.25582504,44.08324051
Alabama,1,2008,48.36923981,44.32643509
Alabama,1,2009,27.26303482,41.36047363
Alabama,1,2010,19.25290108,41.04792023
Alabama,1,2011,36.03850937,28.79898834
Alabama,1,2012,37.59914017,28.40795135
Alabama,1,2013,35.8233757,27.74424744
Alabama,1,2014,33.77626038,27.74424744
Alabama,1,2015,34.95671082,24.83023071
Alabama,1,2016,38.24081802,24.83023071
Alabama,1,2021,,
Alaska,2,1960,67.85103607,77.88397217
Alaska,2,1961,69.09712219,76.29826355
Alaska,2,1962,69.53276062,76.29826355
Alaska,2,1963,63.84259033,73.91831207
Alaska,2,1964,63.8544426,73.91831207
Alaska,2,1965,64.5369873,77.88397217
Alaska,2,1966,65.10154724,77.88397217
Alaska,2,1967,44.68911362,45.02012253
Alaska,2,1968,55.37985611,45.02012253
Alaska,2,1969,54.35403442,47.4471817
Alaska,2,1970,71.48432159,47.4471817
Alaska,2,1971,70.26426697,67.43586731
Alaska,2,1972,73.82514191,67.43586731
Alaska,2,1973,54.44246292,56.39219666
Alaska,2,1974,55.36885834,56.39219666
Alaska,2,1975,50.00178909,50.69165039
Alaska,2,1976,39.68947601,50.69165039
Alaska,2,1977,44.31893158,50.69165039
Alaska,2,1978,44.31329727,50.69165039
Alaska,2,1979,41.83322525,45.33450699
Alaska,2,1980,42.22034073,45.33450699
Alaska,2,1981,34.3827858,48.77800751
Alaska,2,1982,37.20877838,48.77800751
Alaska,2,1983,44.55486298,56.31931686
Alaska,2,1984,46.16183853,56.31931686
Alaska,2,1985,44.40671158,59.57474518
Alaska,2,1986,50.8121376,59.57474518
Alaska,2,1987,54.29391861,57.88622284
Alaska,2,1988,52.98939896,57.88622284
Alaska,2,1989,46.07249832,55.81795883
Alaska,2,1990,54.80848312,55.81795883
Alaska,2,1991,48.72006226,53.50593948
Alaska,2,1992,52.37739563,53.50593948
Alaska,2,1993,51.2631073,50.66158295
Alaska,2,1994,39.82509232,52.20080948
Alaska,2,1995,29.93338776,54.70424271
Alaska,2,1996,36.71976471,54.70424271
Alaska,2,1997,31.45433426,49.96366882
Alaska,2,1998,35.84738541,49.96366882
Alaska,2,1999,32.42792892,51.57802963
Alaska,2,2000,21.37312698,51.57802963
Alaska,2,2001,28.0445118,52.05953598
Alaska,2,2002,30.40620995,52.05953598
Alaska,2,2003,36.41149521,37.97787094
Alaska,2,2004,42.30954742,37.97787094
Alaska,2,2005,39.07820892,37.97786713
Alaska,2,2006,43.80061722,37.97786713
Alaska,2,2007,59.03574753,37.97786713
Alaska,2,2008,66.86994171,39.47597504
Alaska,2,2009,64.23825836,41.7831955
Alaska,2,2010,50.97918701,41.7831955
Alaska,2,2011,55.23251343,40.58098602
Alaska,2,2012,53.8236351,41.7831955
Alaska,2,2013,59.57862854,37.5754509
Alaska,2,2014,51.32193375,37.5754509
Alaska,2,2015,50.52630997,41.92032242
Alaska,2,2016,50.63251114,41.92032242
Alaska,2,2021,,
Arizona,3,1960,38.17594528,46.57947922
Arizona,3,1961,37.77823257,47.26693726
Arizona,3,1962,37.77190018,47.26693726
Arizona,3,1963,41.9095993,46.56271362
Arizona,3,1964,41.85326385,46.56271362
Arizona,3,1965,36.50400543,63.83813858
Arizona,3,1966,33.88803864,63.83813858
Arizona,3,1967,34.22407913,34.04649734
Arizona,3,1968,25.90307999,34.63223267
Arizona,3,1969,34.50303268,29.67639542
Arizona,3,1970,41.28490067,29.67639542
Arizona,3,1971,42.22231293,28.26249695
Arizona,3,1972,49.73628616,28.26249695
Arizona,3,1973,43.58353424,26.09658241
Arizona,3,1974,41.72384262,26.09658241
Arizona,3,1975,37.35772705,60.63179016
Arizona,3,1976,34.55392456,60.63179016
Arizona,3,1977,29.8103981,46.09937286
Arizona,3,1978,25.23576736,46.09937286
Arizona,3,1979,21.29393768,43.04381561
Arizona,3,1980,25.54714203,43.04381561
Arizona,3,1981,23.92625046,43.04381561
Arizona,3,1982,28.96192551,43.04381561
Arizona,3,1983,38.63868332,43.8359375
Arizona,3,1984,41.09173584,43.8359375
Arizona,3,1985,33.11199951,44.81639862
Arizona,3,1986,35.24423218,44.81639862
Arizona,3,1987,38.00208664,25.75452614
Arizona,3,1988,37.73720169,41.43862915
Arizona,3,1989,37.22602844,47.97367096
Arizona,3,1990,38.65205383,47.97367096
Arizona,3,1991,35.66222382,40.8663063
Arizona,3,1992,43.20975876,36.74491119
Arizona,3,1993,39.20719528,25.52314377
Arizona,3,1994,33.25286102,25.52314377
Arizona,3,1995,40.2564621,21.31359863
Arizona,3,1996,36.16747665,21.31359863
Arizona,3,1997,42.39117813,21.31360054
Arizona,3,1998,43.53239441,21.31360054
Arizona,3,1999,40.11072159,24.62441444
Arizona,3,2000,40.23054123,24.62441444
Arizona,3,2001,42.84368515,26.37701797
Arizona,3,2002,43.81531143,26.37701797
Arizona,3,2003,46.84286118,50.40283585
Arizona,3,2004,47.75081635,50.40283585
Arizona,3,2005,46.69435883,48.61355972
Arizona,3,2006,50.14946365,48.61355972
Arizona,3,2007,48.69186401,46.1085968
Arizona,3,2008,48.54311371,46.1085968
Arizona,3,2009,44.17937851,17.55684471
Arizona,3,2010,39.17367935,17.55684471
Arizona,3,2011,46.67196274,17.51221466
Arizona,3,2012,47.18231201,17.51221466
Arizona,3,2013,45.57556915,18.61737442
Arizona,3,2014,40.47079086,17.69992828
Arizona,3,2015,42.35709,20.84531212
Arizona,3,2016,44.4156189,20.84531212
Arizona,3,2021,,
Arkansas,4,1960,25.37480927,57.28747559
Arkansas,4,1961,28.84082031,57.06460953
Arkansas,4,1962,28.72609901,57.06460953
Arkansas,4,1963,34.07030869,59.55734253
Arkansas,4,1964,33.33423233,59.55734253
Arkansas,4,1965,21.87786865,60.47714996
Arkansas,4,1966,20.77678299,60.47714996
Arkansas,4,1967,16.55850792,48.01307678
Arkansas,4,1968,8.87907505,48.01307678
Arkansas,4,1969,25.82891464,50.13581467
Arkansas,4,1970,24.16630936,50.13581467
Arkansas,4,1971,42.09135437,63.19919586
Arkansas,4,1972,24.76906586,63.19919586
Arkansas,4,1973,33.27230835,63.0382309
Arkansas,4,1974,30.12994766,63.0382309
Arkansas,4,1975,28.63758278,62.8571434
Arkansas,4,1976,31.96544456,62.8571434
Arkansas,4,1977,37.36846542,64.75520325
Arkansas,4,1978,27.42253113,64.75520325
Arkansas,4,1979,33.91094208,66.75050354
Arkansas,4,1980,28.93621826,66.75050354
Arkansas,4,1981,43.18196487,51.27012253
Arkansas,4,1982,37.20207214,51.27012253
Arkansas,4,1983,41.13545609,66.75050354
Arkansas,4,1984,35.22524261,66.75050354
Arkansas,4,1985,46.15242767,63.49094391
Arkansas,4,1986,40.69704056,63.49094391
Arkansas,4,1987,50.92506409,63.49094391
Arkansas,4,1988,56.59660721,63.49094391
Arkansas,4,1989,53.94796371,66.75050354
Arkansas,4,1990,41.13786697,66.75050354
Arkansas,4,1991,40.27706146,66.43862915
Arkansas,4,1992,45.69465637,66.43862915
Arkansas,4,1993,42.23121262,64.33601379
Arkansas,4,1994,40.29626465,64.33601379
Arkansas,4,1995,40.07278061,64.33601379
Arkansas,4,1996,35.48787308,55.60865021
Arkansas,4,1997,45.35252762,47.74480057
Arkansas,4,1998,47.00431824,47.74480057
Arkansas,4,1999,46.31619263,46.10160828
Arkansas,4,2000,33.54799271,46.10160828
Arkansas,4,2001,49.72428513,45.74949646
Arkansas,4,2002,43.5284729,45.74949646
Arkansas,4,2003,50.40570831,45.35713959
Arkansas,4,2004,52.6281395,45.35713959
Arkansas,4,2005,49.19159698,45.35713959
Arkansas,4,2006,49.14934921,45.35713959
Arkansas,4,2007,56.38674164,61.13682175
Arkansas,4,2008,57.6329689,61.13682175
Arkansas,4,2009,44.23416519,61.13682175
Arkansas,4,2010,32.17314911,61.13682175
Arkansas,4,2011,29.15975761,57.71146774
Arkansas,4,2012,30.13773155,57.54805374
Arkansas,4,2013,29.7387619,46.67352676
Arkansas,4,2014,34.25514603,46.67352676
Arkansas,4,2015,33.41155243,26.67672729
Arkansas,4,2016,41.90975189,26.67672729
Arkansas,4,2021,,
California,5,1960,63.81955719,72.14759064
California,5,1961,57.98250961,71.25569916
California,5,1962,57.80461884,71.25569916
California,5,1963,56.39323807,72.47373199
California,5,1964,56.2912674,72.47373199
California,5,1965,51.00559998,73.35814667
California,5,1966,48.2591629,73.35814667
California,5,1967,49.55095291,48.0623703
California,5,1968,53.98829651,48.0623703
California,5,1969,54.95793533,40.46619034
California,5,1970,53.84635544,40.46619034
California,5,1971,54.01467514,48.80111313
California,5,1972,53.46697617,48.80111313
California,5,1973,53.03765106,50.12908173
California,5,1974,53.77894211,50.12908173
California,5,1975,57.05590439,72.85546875
California,5,1976,53.27852249,72.85546875
California,5,1977,49.73246765,72.69282532
California,5,1978,47.6102562,72.69282532
California,5,1979,50.04773331,72.76622772
California,5,1980,48.56583023,72.76622772
California,5,1981,45.94973373,72.56115723
California,5,1982,46.91924667,72.56115723
California,5,1983,50.12256241,50.43315506
California,5,1984,50.7861557,50.43315506
California,5,1985,50.9793396,49.7172699
California,5,1986,51.10915375,49.7172699
California,5,1987,53.22955704,47.74895096
California,5,1988,56.6052475,47.74895096
California,5,1989,55.80619431,49.02092361
California,5,1990,53.49769592,49.02092361
California,5,1991,51.67015076,49.66812515
California,5,1992,52.47206879,49.33556366
California,5,1993,53.25450134,49.59606171
California,5,1994,48.93084335,47.86492157
California,5,1995,49.03191757,40.91232681
California,5,1996,50.29655075,40.91232681
California,5,1997,53.76141357,46.93875885
California,5,1998,55.64951706,46.68425751
California,5,1999,57.10064697,71.40757751
California,5,2000,51.14085388,71.40757751
California,5,2001,56.68010712,71.53636169
California,5,2002,56.28956604,71.53636169
California,5,2003,55.62487793,71.83673096
California,5,2004,59.10036087,49.32379913
California,5,2005,57.7577095,48.84776306
California,5,2006,59.90655136,48.84776306
California,5,2007,61.49866486,48.48101807
California,5,2008,63.88233566,48.24859619
California,5,2009,63.04813766,48.11235809
California,5,2010,58.06793213,48.11235809
California,5,2011,54.71355438,71.49246979
California,5,2012,56.40411377,71.49246979
California,5,2013,57.39975357,70.34959412
California,5,2014,55.79721451,70.34959412
California,5,2015,57.86972046,69.94773865
California,5,2016,64.17390442,69.94773865
California,5,2021,,
Colorado,6,1960,68.74947357,72.89990234
Colorado,6,1961,51.67771912,63.87069702
Colorado,6,1962,51.51522064,63.87069702
Colorado,6,1963,53.4849205,37.79031372
Colorado,6,1964,54.87963867,37.79031372
Colorado,6,1965,39.72309875,41.84832382
Colorado,6,1966,42.88047028,41.84832382
Colorado,6,1967,45.75491333,37.1120491
Colorado,6,1968,50.8003273,37.1120491
Colorado,6,1969,37.58919907,36.2688942
Colorado,6,1970,38.61258698,36.2688942
Colorado,6,1971,35.62492371,36.97338104
Colorado,6,1972,32.25026703,36.97338104
Colorado,6,1973,52.34195328,35.74808121
Colorado,6,1974,52.64450836,35.74808121
Colorado,6,1975,49.10158157,60.64551544
Colorado,6,1976,45.44014359,60.64551544
Colorado,6,1977,44.60403824,55.15874481
Colorado,6,1978,38.9396553,55.15874481
Colorado,6,1979,44.6804924,49.09166718
Colorado,6,1980,38.38920212,49.09166718
Colorado,6,1981,44.71819687,45.63632202
Colorado,6,1982,45.17604446,45.63632202
Colorado,6,1983,42.48664474,45.66147614
Colorado,6,1984,40.36096191,45.66147614
Colorado,6,1985,39.41663361,45.64218903
Colorado,6,1986,42.59955215,45.64218903
Colorado,6,1987,42.35702133,43.03948975
Colorado,6,1988,51.12382507,43.03948975
Colorado,6,1989,45.97807693,43.03948975
Colorado,6,1990,44.1018486,43.03948975
Colorado,6,1991,46.33640289,43.24978638
Colorado,6,1992,47.75738525,43.24978638
Colorado,6,1993,42.862854,48.09858704
Colorado,6,1994,41.30082321,48.09858704
Colorado,6,1995,42.47898865,46.23502731
Colorado,6,1996,45.85009384,46.23502731
Colorado,6,1997,46.28637695,48.79563522
Colorado,6,1998,45.13234329,48.79563522
Colorado,6,1999,49.77512741,24.52979851
Colorado,6,2000,42.85548782,24.52979851
Colorado,6,2001,39.81298447,32.24404144
Colorado,6,2002,48.13155365,31.5311718
Colorado,6,2003,47.47132492,29.10277557
Colorado,6,2004,54.65549469,29.10277557
Colorado,6,2005,50.41082382,35.95769501
Colorado,6,2006,49.9627037,35.95769501
Colorado,6,2007,53.42242432,40.09654236
Colorado,6,2008,54.17156219,64.17727661
Colorado,6,2009,52.44955826,63.22008896
Colorado,6,2010,45.87386703,63.22008896
Colorado,6,2011,43.0680275,57.59464645
Colorado,6,2012,46.65655136,57.59464645
Colorado,6,2013,48.59718704,61.07692337
Colorado,6,2014,49.82652664,60.52345276
Colorado,6,2015,45.54472733,53.65854645
Colorado,6,2016,52.40300751,53.65854645
Colorado,6,2021,,
Connecticut,7,1960,68.1592865,63.80723572
Connecticut,7,1961,66.70500183,59.67481232
Connecticut,7,1962,66.82131195,59.67481232
Connecticut,7,1963,74.81309509,60.4124794
Connecticut,7,1964,75.77754974,60.4124794
Connecticut,7,1965,70.64985657,60.76474762
Connecticut,7,1966,69.53555298,60.76474762
Connecticut,7,1967,54.47025299,65.36360931
Connecticut,7,1968,67.4718399,65.36360931
Connecticut,7,1969,62.05750275,65.33366394
Connecticut,7,1970,55.58267212,65.33366394
Connecticut,7,1971,60.79284668,54.94131088
Connecticut,7,1972,64.58316803,54.94131088
Connecticut,7,1973,74.47299194,47.4471817
Connecticut,7,1974,75.04548645,47.4471817
Connecticut,7,1975,78.82682037,66.38833618
Connecticut,7,1976,66.67586517,66.38833618
Connecticut,7,1977,62.73700333,66.38833618
Connecticut,7,1978,62.384655,66.38833618
Connecticut,7,1979,73.12711334,66.59959412
Connecticut,7,1980,71.0378418,66.59959412
Connecticut,7,1981,65.03196716,66.61445618
Connecticut,7,1982,84.55270386,66.61445618
Connecticut,7,1983,73.02814484,67.80319977
Connecticut,7,1984,73.1798172,67.80319977
Connecticut,7,1985,70.42604065,57.757164
Connecticut,7,1986,79.12184143,57.757164
Connecticut,7,1987,77.9734726,68.48591614
Connecticut,7,1988,81.91377258,68.48591614
Connecticut,7,1989,72.48727417,66.39668274
Connecticut,7,1990,66.98815155,66.39668274
Connecticut,7,1991,61.63812256,59.08122253
Connecticut,7,1992,66.20410156,58.73685837
Connecticut,7,1993,62.47441483,58.73685837
Connecticut,7,1994,55.5123291,57.84247589
Connecticut,7,1995,60.03699493,49.39030075
Connecticut,7,1996,58.97499847,49.39030075
Connecticut,7,1997,67.62056732,53.19770432
Connecticut,7,1998,72.05890656,53.19770432
Connecticut,7,1999,67.10449219,53.38777924
Connecticut,7,2000,59.86682892,53.38777924
Connecticut,7,2001,64.42366028,53.88407898
Connecticut,7,2002,60.84082794,53.88407898
Connecticut,7,2003,64.07688904,54.33629227
Connecticut,7,2004,75.97005463,54.33629227
Connecticut,7,2005,74.96025085,54.73675537
Connecticut,7,2006,78.81031036,54.73675537
Connecticut,7,2007,83.41682434,54.93796158
Connecticut,7,2008,90.44839478,54.93796158
Connecticut,7,2009,81.45354462,54.49797058
Connecticut,7,2010,73.88685608,54.49797058
Connecticut,7,2011,72.63809204,66.5636673
Connecticut,7,2012,72.14933777,66.5636673
Connecticut,7,2013,91.85179901,67.33256531
Connecticut,7,2014,93.29496765,67.33256531
Connecticut,7,2015,94.95393372,66.38317871
Connecticut,7,2016,97.00153351,66.10417175
Delaware,8,1960,31.94978523,39.24798965
Delaware,8,1961,57.11595154,68.80928802
Delaware,8,1962,56.90071487,68.80928802
Delaware,8,1963,64.3506546,69.49195099
Delaware,8,1964,64.47849274,69.49195099
Delaware,8,1965,54.14145279,69.96981812
Delaware,8,1966,54.20661926,69.96981812
Delaware,8,1967,45.02200317,53.85914993
Delaware,8,1968,55.90760803,53.85914993
Delaware,8,1969,45.96196747,31.60630035
Delaware,8,1970,47.11362839,31.60630035
Delaware,8,1971,46.51922607,39.16648865
Delaware,8,1972,56.41047287,39.16648865
Delaware,8,1973,54.47592926,56.55963898
Delaware,8,1974,56.38814163,56.55963898
Delaware,8,1975,52.96027756,65.59356689
Delaware,8,1976,51.01372528,65.59356689
Delaware,8,1977,48.1086998,52.03722382
Delaware,8,1978,34.82297516,52.03722382
Delaware,8,1979,44.21767807,49.65660095
Delaware,8,1980,49.82942963,47.63968277
Delaware,8,1981,50.7790947,44.48440933
Delaware,8,1982,57.01457214,44.48440933
Delaware,8,1983,45.18299866,49.0819931
Delaware,8,1984,43.85702515,48.70251846
Delaware,8,1985,46.20896149,44.24372101
Delaware,8,1986,48.82394409,44.24372101
Delaware,8,1987,59.77617264,44.24372101
Delaware,8,1988,48.76587677,44.24372101
Delaware,8,1989,49.56934738,43.6112709
Delaware,8,1990,57.28388977,43.6112709
Delaware,8,1991,55.0679512,42.97881699
Delaware,8,1992,59.66369247,42.97881699
Delaware,8,1993,54.85930252,59.60283661
Delaware,8,1994,54.82408524,59.60283661
Delaware,8,1995,45.38209534,57.6834259
Delaware,8,1996,45.69466782,58.49472046
Delaware,8,1997,43.79323959,58.49472046
Delaware,8,1998,54.46944427,58.49472046
Delaware,8,1999,57.72416687,58.49472046
Delaware,8,2000,44.2456665,58.49472046
Delaware,8,2001,61.36595535,56.10538101
Delaware,8,2002,52.24816132,56.10538101
Delaware,8,2003,54.93526459,56.10538101
Delaware,8,2004,66.86309052,56.10538101
Delaware,8,2005,60.43797302,56.10538101
Delaware,8,2006,68.45579529,56.10538101
Delaware,8,2007,73.2312088,57.03289795
Delaware,8,2008,81.89648438,57.6125946
Delaware,8,2009,77.60075378,63.57056808
Delaware,8,2010,71.35186768,63.57056808
Delaware,8,2011,63.35131454,61.13346863
Delaware,8,2012,62.97541428,61.13346863
Delaware,8,2013,65.18859863,61.13346863
Delaware,8,2014,68.21733856,61.13346863
Delaware,8,2015,56.22381592,60.51120377
Delaware,8,2016,70.44623566,60.51120377
Florida,9,1960,17.95799446,54.94075394
Florida,9,1961,22.12169075,54.94075394
Florida,9,1962,22.10122299,54.94075394
Florida,9,1963,31.9408989,57.126091
Florida,9,1964,31.67651939,57.126091
Florida,9,1965,17.28581238,57.126091
Florida,9,1966,16.98895073,57.126091
Florida,9,1967,19.34065247,46.64601135
Florida,9,1968,17.09713554,46.64601135
Florida,9,1969,22.69265175,47.27741241
Florida,9,1970,24.9407692,47.27741241
Florida,9,1971,31.30678177,58.61669922
Florida,9,1972,24.97889137,58.61669922
Florida,9,1973,36.44405746,59.67890549
Florida,9,1974,28.86648369,59.67890549
Florida,9,1975,33.07110214,59.88011551
Florida,9,1976,34.13311768,59.88011551
Florida,9,1977,30.72157288,60.22803497
Florida,9,1978,27.05876541,60.22803497
Florida,9,1979,30.86329651,60.75380707
Florida,9,1980,31.86848068,60.75380707
Florida,9,1981,29.49568748,60.23641968
Florida,9,1982,31.84742928,60.23641968
Florida,9,1983,37.51832199,60.48792648
Florida,9,1984,35.34601593,60.48792648
Florida,9,1985,38.5876236,61.36820984
Florida,9,1986,35.66909409,61.36820984
Florida,9,1987,40.33324814,46.1195755
Florida,9,1988,41.69766617,46.1195755
Florida,9,1989,43.60609818,46.68397903
Florida,9,1990,41.88316345,46.68397903
Florida,9,1991,42.77670288,62.39166641
Florida,9,1992,44.75163651,61.57408142
Florida,9,1993,46.80089569,60.90125275
Florida,9,1994,42.85121536,60.90125275
Florida,9,1995,42.6353569,58.19997787
Florida,9,1996,43.44601822,57.25102997
Florida,9,1997,44.60246658,53.08722305
Florida,9,1998,47.54867172,52.45598984
Florida,9,1999,49.27883148,29.73151398
Florida,9,2000,41.81338882,29.73151398
Florida,9,2001,49.88629913,28.83866119
Florida,9,2002,46.06524277,28.83866119
Florida,9,2003,43.86200714,29.47966003
Florida,9,2004,41.48152161,29.47966003
Florida,9,2005,46.91805267,29.19093323
Florida,9,2006,49.36700821,29.19093323
Florida,9,2007,55.0276947,28.7815094
Florida,9,2008,58.41699982,28.7815094
Florida,9,2009,54.42359161,29.55379486
Florida,9,2010,45.97037125,29.55379486
Florida,9,2011,41.86706924,26.96931458
Florida,9,2012,44.70808792,26.96931458
Florida,9,2013,45.22311401,25.75704193
Florida,9,2014,44.54309082,25.75704193
Florida,9,2015,47.21016693,26.93662262
Florida,9,2016,52.07305145,26.93662262
Georgia,10,1960,21.09951973,55.38648605
Georgia,10,1961,20.31945992,54.53554535
Georgia,10,1962,20.31181335,54.53554535
Georgia,10,1963,42.90539932,56.11167145
Georgia,10,1964,42.17756271,56.11167145
Georgia,10,1965,14.41799164,55.99963379
Georgia,10,1966,14.35736656,55.99963379
Georgia,10,1967,13.32016468,54.07444763
Georgia,10,1968,9.463387489,54.07444763
Georgia,10,1969,15.31142044,54.07444763
Georgia,10,1970,12.0143137,54.07444763
Georgia,10,1971,28.48366737,54.60033035
Georgia,10,1972,9.923547745,54.60033035
Georgia,10,1973,25.30034828,57.99341583
Georgia,10,1974,22.47142792,57.99341583
Georgia,10,1975,19.98972893,53.02230072
Georgia,10,1976,25.750597,53.02230072
Georgia,10,1977,22.11507607,52.89041901
Georgia,10,1978,20.93055153,52.89041901
Georgia,10,1979,20.15982628,50.75910187
Georgia,10,1980,25.42407036,50.75910187
Georgia,10,1981,26.19573784,51.21227264
Georgia,10,1982,26.6945591,51.21227264
Georgia,10,1983,29.69035339,51.13864899
Georgia,10,1984,31.73471069,51.13864899
Georgia,10,1985,25.48190117,56.06416321
Georgia,10,1986,23.63332939,56.06416321
Georgia,10,1987,39.64805222,58.40040207
Georgia,10,1988,40.53562927,58.40040207
Georgia,10,1989,31.89371109,58.59246445
Georgia,10,1990,37.8409729,58.59246445
Georgia,10,1991,36.40839386,58.59246445
Georgia,10,1992,44.47075272,58.59246445
Georgia,10,1993,38.06733322,62.62575531
Georgia,10,1994,33.72299194,62.62575531
Georgia,10,1995,40.40241623,65.73440552
Georgia,10,1996,38.90171814,65.73440552
Georgia,10,1997,41.76663208,69.69705963
Georgia,10,1998,40.19196701,68.67366791
Georgia,10,1999,48.33500671,63.30303574
Georgia,10,2000,36.97908783,63.30303574
Georgia,10,2001,40.56184006,62.92371368
Georgia,10,2002,35.81693268,62.92371368
Georgia,10,2003,39.21786499,36.43751907
Georgia,10,2004,35.24056244,36.43751907
Georgia,10,2005,44.08528137,24.37623024
Georgia,10,2006,37.73931503,24.37623024
Georgia,10,2007,43.15314484,20.97859383
Georgia,10,2008,48.5957222,20.72823143
Georgia,10,2009,44.60794067,20.14570999
Georgia,10,2010,39.7320137,19.99526024
Georgia,10,2011,39.98366165,18.96378326
Georgia,10,2012,39.34202576,18.96378326
Georgia,10,2013,41.35233307,18.87232971
Georgia,10,2014,37.3751297,18.87232971
Georgia,10,2015,41.93097305,18.11284637
Georgia,10,2016,47.78772354,18.11284637
Hawaii,11,1960,78.86784363,49.94517136
Hawaii,11,1961,72.43138123,49.94517136
Hawaii,11,1962,72.74995422,49.94517136
Hawaii,11,1963,77.71618652,72.71965027
Hawaii,11,1964,77.84280396,72.71965027
Hawaii,11,1965,78.15380859,70.10395813
Hawaii,11,1966,77.95411682,70.10395813
Hawaii,11,1967,70.58340454,70.10395813
Hawaii,11,1968,80.93824005,70.10395813
Hawaii,11,1969,70.99143219,70.10395813
Hawaii,11,1970,81.59571075,70.10395813
Hawaii,11,1971,65.16777039,70.10395813
Hawaii,11,1972,60.43705368,70.10395813
Hawaii,11,1973,63.82975769,70.10395813
Hawaii,11,1974,66.28363037,70.10395813
Hawaii,11,1975,63.26770782,70.10395813
Hawaii,11,1976,56.48719788,70.10395813
Hawaii,11,1977,60.5419426,67.22837067
Hawaii,11,1978,51.44442749,67.22837067
Hawaii,11,1979,49.62852478,67.22837067
Hawaii,11,1980,60.26937866,67.22837067
Hawaii,11,1981,66.27553558,67.22837067
Hawaii,11,1982,69.05290222,67.22837067
Hawaii,11,1983,70.98988342,67.22837067
Hawaii,11,1984,67.78714752,67.22837067
Hawaii,11,1985,66.64507294,68.08853149
Hawaii,11,1986,71.16854858,68.08853149
Hawaii,11,1987,66.81409454,68.52783203
Hawaii,11,1988,81.08711243,68.52783203
Hawaii,11,1989,69.37247467,69.11468506
Hawaii,11,1990,72.0405426,69.11468506
Hawaii,11,1991,77.57424927,70.96327972
Hawaii,11,1992,75.20880127,70.96327972
Hawaii,11,1993,81.70603943,70.96327972
Hawaii,11,1994,76.36781311,70.96327972
Hawaii,11,1995,81.76628113,70.96327972
Hawaii,11,1996,79.45465088,70.96327972
Hawaii,11,1997,73.47149658,70.96327972
Hawaii,11,1998,78.3274231,70.96327972
Hawaii,11,1999,82.12284851,70.96327972
Hawaii,11,2000,64.03957367,70.96327972
Hawaii,11,2001,82.49131012,70.96327972
Hawaii,11,2002,76.37134552,70.96327972
Hawaii,11,2003,77.90763092,55.93685913
Hawaii,11,2004,76.83985138,55.93685913
Hawaii,11,2005,77.12216949,56.07680511
Hawaii,11,2006,70.82397461,56.07680511
Hawaii,11,2007,80.38159943,56.77355957
Hawaii,11,2008,84.46142578,56.77355957
Hawaii,11,2009,84.03916168,55.91046143
Hawaii,11,2010,71.05153656,55.91046143
Hawaii,11,2011,76.63755798,69.8993988
Hawaii,11,2012,71.35577393,69.8993988
Hawaii,11,2013,78.28427887,69.13983917
Hawaii,11,2014,67.34751892,69.13983917
Hawaii,11,2015,78.9668808,68.92353821
Hawaii,11,2016,77.92569733,68.92353821
Idaho,12,1960,47.98714447,48.69918442
Idaho,12,1961,50.02880096,36.14884949
Idaho,12,1962,50.96231842,36.14884949
Idaho,12,1963,49.20708466,36.02858734
Idaho,12,1964,48.78029251,36.02858734
Idaho,12,1965,38.84093857,29.08686447
Idaho,12,1966,30.89437485,29.08686447
