State,Num_code_for_state,year,Citizen_Ideology,Government_Ideology
West Virginia,48,1975,49.23109436,53.48718262
West Virginia,48,1976,53.12098312,53.48718262
West Virginia,48,1977,51.70333099,65.19953156
West Virginia,48,1978,41.90961838,65.19953156
West Virginia,48,1979,47.19655228,64.5947113
West Virginia,48,1980,54.98810959,64.5947113
West Virginia,48,1981,49.92735291,65.02766418
West Virginia,48,1982,53.71141815,65.02766418
West Virginia,48,1983,64.49884796,64.79711914
West Virginia,48,1984,61.62310028,64.79711914
West Virginia,48,1985,52.70975494,51.17678833
West Virginia,48,1986,65.06467438,51.17678833
West Virginia,48,1987,63.16844177,49.78564835
West Virginia,48,1988,64.43014526,49.78564835
West Virginia,48,1989,58.44510269,65.45942688
West Virginia,48,1990,58.29294968,65.45942688
West Virginia,48,1991,57.0968399,65.45942688
West Virginia,48,1992,74.50809479,65.45942688
West Virginia,48,1993,63.27531433,65.42253113
West Virginia,48,1994,62.04981995,65.42253113
West Virginia,48,1995,65.34799957,65.42253113
West Virginia,48,1996,63.58275986,65.42253113
West Virginia,48,1997,66.79020691,50.63597107
West Virginia,48,1998,70.686203,50.63597107
West Virginia,48,1999,68.85840607,51.39051819
West Virginia,48,2000,54.56336212,51.39051819
West Virginia,48,2001,66.53736877,51.03747177
West Virginia,48,2002,63.14312744,51.03747177
West Virginia,48,2003,66.10992432,65.30432129
West Virginia,48,2004,66.26171112,65.30432129
West Virginia,48,2005,67.316185,65.30432129
West Virginia,48,2006,59.58804703,65.30432129
West Virginia,48,2007,74.98809814,65.30432129
West Virginia,48,2008,79.2819519,65.30432129
West Virginia,48,2009,62.73062897,66.88464355
West Virginia,48,2010,48.56370926,66.88464355
West Virginia,48,2011,58.21689224,61.36820984
West Virginia,48,2012,52.47907257,61.36820984
West Virginia,48,2013,48.20326233,59.85010147
West Virginia,48,2014,48.27468872,59.59708023
West Virginia,48,2015,43.43034744,43.74681854
West Virginia,48,2016,32.55799484,43.74681854
Wisconsin,49,1960,64.88793182,63.84640884
Wisconsin,49,1961,51.5773735,56.16297531
Wisconsin,49,1962,51.63205338,55.95439529
Wisconsin,49,1963,58.42962265,56.78830338
Wisconsin,49,1964,59.38782501,57.18614578
Wisconsin,49,1965,52.72983551,41.08778381
Wisconsin,49,1966,49.66065979,41.08778381
Wisconsin,49,1967,48.50813293,36.87410355
Wisconsin,49,1968,51.1652565,36.65405273
Wisconsin,49,1969,62.97908783,37.24959564
Wisconsin,49,1970,57.54056549,37.03602982
Wisconsin,49,1971,59.29388809,63.98965454
Wisconsin,49,1972,59.47006607,63.98965454
Wisconsin,49,1973,56.59928131,65.60044098
Wisconsin,49,1974,61.58938217,65.60044098
Wisconsin,49,1975,62.50439835,71.38798523
Wisconsin,49,1976,54.96306229,71.20555115
Wisconsin,49,1977,56.92231369,72.11044312
Wisconsin,49,1978,51.73524857,72.11044312
Wisconsin,49,1979,54.12539291,50.56589508
Wisconsin,49,1980,52.92509842,50.56589508
Wisconsin,49,1981,46.10136032,50.93545914
Wisconsin,49,1982,56.24610901,50.93545914
Wisconsin,49,1983,51.08834839,68.48884583
Wisconsin,49,1984,46.71246338,69.56707001
Wisconsin,49,1985,51.95653152,67.23597717
Wisconsin,49,1986,47.14614105,67.23597717
Wisconsin,49,1987,51.16662598,49.06034851
Wisconsin,49,1988,63.13762283,49.06034851
Wisconsin,49,1989,50.46655655,48.53123093
Wisconsin,49,1990,50.10142517,48.53123093
Wisconsin,49,1991,51.91228867,48.20085526
Wisconsin,49,1992,57.89038849,48.20085526
Wisconsin,49,1993,57.00353241,41.62867737
Wisconsin,49,1994,51.33006668,40.24986267
Wisconsin,49,1995,47.15150833,35.29813385
Wisconsin,49,1996,49.84186554,35.29813385
Wisconsin,49,1997,52.42225647,35.1244812
Wisconsin,49,1998,54.58268356,35.10310745
Wisconsin,49,1999,52.28497696,33.32907486
Wisconsin,49,2000,50.47980499,33.32907486
Wisconsin,49,2001,53.3855629,34.21065903
Wisconsin,49,2002,49.78322601,34.21065903
Wisconsin,49,2003,53.75645447,47.10672379
Wisconsin,49,2004,59.73656464,48.45682144
Wisconsin,49,2005,53.70723724,47.8829422
Wisconsin,49,2006,56.22058868,47.8829422
Wisconsin,49,2007,60.47053146,58.39602661
Wisconsin,49,2008,60.83742523,58.39602661
Wisconsin,49,2009,53.53250885,63.22140884
Wisconsin,49,2010,49.74562836,63.22140884
Wisconsin,49,2011,48.55119705,23.39938736
Wisconsin,49,2012,48.9084816,26.27243423
Wisconsin,49,2013,47.92542648,25.03825951
Wisconsin,49,2014,48.98150253,25.03825951
Wisconsin,49,2015,48.27238464,21.61601067
Wisconsin,49,2016,53.82595062,21.61601067
Wyoming,50,1960,42.10070801,53.62013245
Wyoming,50,1961,41.55209732,49.00653839
Wyoming,50,1962,41.57923889,49.00653839
Wyoming,50,1963,38.54590225,23.94999504
Wyoming,50,1964,39.89695358,23.66699982
Wyoming,50,1965,39.14345169,27.234972
Wyoming,50,1966,34.98726273,25.94688034
Wyoming,50,1967,42.84334946,32.06155014
Wyoming,50,1968,43.86290359,32.06155014
Wyoming,50,1969,28.70672989,27.66599464
Wyoming,50,1970,37.6188736,27.66599464
Wyoming,50,1971,37.4424057,25.20121002
Wyoming,50,1972,24.99071503,25.20121002
Wyoming,50,1973,37.06819153,26.60547066
Wyoming,50,1974,32.13256073,26.60547066
Wyoming,50,1975,31.7882843,54.70791245
Wyoming,50,1976,35.41698837,54.70791245
Wyoming,50,1977,31.22683334,51.66400146
Wyoming,50,1978,35.32350159,51.66400146
Wyoming,50,1979,32.84296036,45.25954819
Wyoming,50,1980,32.34532166,45.25954819
Wyoming,50,1981,28.26609802,45.25954819
Wyoming,50,1982,31.52331734,45.25954819
Wyoming,50,1983,26.86707878,45.25954819
Wyoming,50,1984,27.53446007,45.25954819
Wyoming,50,1985,26.19934464,45.17855072
Wyoming,50,1986,26.36901093,45.17855072
Wyoming,50,1987,30.01879501,44.01541901
Wyoming,50,1988,32.54878998,44.01541901
Wyoming,50,1989,29.86032295,44.11459732
Wyoming,50,1990,32.48957062,44.11459732
Wyoming,50,1991,34.57428741,44.38793182
Wyoming,50,1992,45.52243805,44.38793182
Wyoming,50,1993,36.80319977,44.1319809
Wyoming,50,1994,33.99458313,44.1319809
Wyoming,50,1995,33.82058716,28.52112579
Wyoming,50,1996,31.14620781,28.52112579
Wyoming,50,1997,28.20851898,24.88262939
Wyoming,50,1998,29.05914497,24.88262939
Wyoming,50,1999,28.15034485,24.88262939
Wyoming,50,2000,23.74302483,24.88262939
Wyoming,50,2001,27.09597015,24.88262939
Wyoming,50,2002,26.47764397,24.88262939
Wyoming,50,2003,24.51712418,46.39821625
Wyoming,50,2004,27.26397514,46.39821625
Wyoming,50,2005,35.24778366,45.01315308
Wyoming,50,2006,28.57136726,45.01315308
Wyoming,50,2007,29.86553001,44.73088074
Wyoming,50,2008,29.48713112,44.73088074
Wyoming,50,2009,27.05665016,42.96797943
Wyoming,50,2010,21.37865257,42.96797943
Wyoming,50,2011,23.24743652,20.55667114
Wyoming,50,2012,24.09679222,20.55667114
Wyoming,50,2013,23.86454964,20.55667114
Wyoming,50,2014,27.38725281,20.55667114
Wyoming,50,2015,25.57586861,20.55667114
Wyoming,50,2016,28.2977047,20.55667114
,,,,
Alabama,1,2017,,24.47462463
Alaska,2,2017,,40.99030304
Arizona,3,2017,,18.87135506
Arkansas,4,2017,,26.67672729
California,5,2017,,70.38420868
Colorado,6,2017,,56.34899521
Connecticut,7,2017,,62.50349045
Delaware,8,2017,,60.11323166
Florida,9,2017,,26.30193329
Georgia,10,2017,,19.11856079
Hawaii,11,2017,,69.13983917
Idaho,12,2017,,22.53520966
Illinois,13,2017,,48.46238708
Indiana,14,2017,,24.7044754
Iowa,15,2017,,26.00880432
Kansas,16,2017,,23.61310577
Kentucky,17,2017,,22.51365662
Louisiana,18,2017,,49.62891006
Maine,19,2017,,46.28472137
Maryland,20,2017,,44.25162125
Massachusetts,21,2017,,61.21511078
Michigan,22,2017,,27.27734375
Minnesota,23,2017,,51.93389893
Mississippi,24,2017,,28.86485291
Missouri,25,2017,,25.06467438
Montana,26,2017,,43.94969559
Nebraska,27,2017,,24.2857132
Nevada,28,2017,,45.59796524
New Hampshire,29,2017,,33.10438919
New Jersey,30,2017,,54.59703064
New Mexico,31,2017,,44.61860657
New York,32,2017,,67.66743469
North Carolina,33,2017,,45.70129013
North Dakota,34,2017,,31.38832855
Ohio,35,2017,,26.55548859
Oklahoma,36,2017,,24.72692871
Oregon,37,2017,,66.78907013
Pennsylvania,38,2017,,49.74489975
Rhode Island,39,2017,,69.30332184
South Carolina,40,2017,,17.78448486
South Dakota,41,2017,,29.67807007
Tennessee,42,2017,,23.99954987
Texas,43,2017,,21.091362
Utah,44,2017,,20.11354065
Vermont,45,2017,,58.75832748
Virginia,46,2017,,46.93727493
Washington,47,2017,,61.82231522
West Virginia,48,2017,,42.27238464
Wisconsin,49,2017,,20.98423767
Wyoming,50,2017,,23.12206268
